Fecha;demandaMedia;demandaDia;SS;EOQ;ROP;cantidadOrden;stockEnTransito;LT;stockPreliminar;controlCalidad;almacen;costoPedido;costoAlmacen;costoUnitario;costoTotal
02/08/2021;80;90;133;179;693;179;358.0;2;0;0;370;230000.0;896570.0;86755.19999999998;1213325.2
02/09/2021;80;87;133;179;693;179;537.0;3;0;0;281;232000.0;899500.0;87172.79999999999;1218672.8
02/10/2021;80;81;133;179;693;179;537.0;3;0;0;195;232000.0;901560.0;87561.59999999999;1221121.6
02/11/2021;80;80;133;179;693;179;716.0;4;0;0;114;234000.0;902810.0;87945.59999999999;1224755.6
02/12/2021;80;72;133;179;693;179;537.0;3;0;0;214;234000.0;905050.0;88291.2;1227341.2
02/13/2021;80;74;133;179;693;179;537.0;3;0;0;320;236000.0;908360.0;88646.4;1233006.4
02/14/2021;80;0;133;179;693;179;537.0;3;0;0;256;236000.0;910930.0;88646.4;1235576.4
02/15/2021;80;83;133;179;693;179;358.0;2;0;0;423;236000.0;915280.0;89044.79999999999;1240324.8
02/16/2021;80;84;133;179;693;179;358.0;2;0;0;340;236000.0;918800.0;89447.99999999999;1244248.0
02/17/2021;80;73;133;179;693;179;537.0;3;0;0;258;238000.0;921480.0;89798.39999999998;1249278.4
02/18/2021;80;80;133;179;693;179;358.0;2;0;0;363;238000.0;925220.0;90182.39999999998;1253402.4
02/19/2021;80;70;133;179;693;179;537.0;3;0;0;284;240000.0;928160.0;90518.39999999998;1258678.4
02/20/2021;80;77;133;179;693;179;358.0;2;0;0;392;240000.0;932190.0;90887.99999999999;1263078.0
02/21/2021;80;0;133;179;693;179;537.0;3;0;0;325;242000.0;935450.0;90887.99999999999;1268338.0
02/22/2021;80;85;133;179;693;179;537.0;3;0;0;313;242000.0;938700.0;91295.99999999999;1271996.0
02/23/2021;80;80;133;179;693;179;537.0;3;0;0;229;242000.0;941110.0;91679.99999999999;1274790.0
02/24/2021;80;84;133;179;693;179;716.0;4;0;0;148;244000.0;942720.0;92083.19999999998;1278803.2
02/25/2021;80;84;133;179;693;179;537.0;3;0;0;422;246000.0;946780.0;92486.39999999998;1285266.4
02/26/2021;80;79;133;179;693;179;537.0;3;0;0;339;246000.0;950290.0;92865.59999999998;1289155.6
02/27/2021;80;73;133;179;693;179;537.0;3;0;0;261;246000.0;953010.0;93215.99999999997;1292226.0
02/28/2021;80;0;133;179;693;179;537.0;3;0;0;198;246000.0;955000.0;93215.99999999997;1294216.0
03/01/2021;68;70;112;165;588;179;358.0;2;0;0;366;246000.0;958770.0;93551.99999999997;1298322.0
03/02/2021;68;76;112;165;588;179;358.0;2;0;0;295;246000.0;961840.0;93916.79999999997;1301756.8
